locus_tag	gene_name	start_site	end_site	gene_length
non_coding_4217	region	4209689	4209774	86
non_coding_4218	region	4209850	4210043	194
non_coding_4219	region	4212947	4213040	94
non_coding_4220	region	4213160	4213234	75
non_coding_4221	region	4213618	4213680	63
non_coding_4222	region	4214124	4214280	157
non_coding_4223	region	4215210	4215478	269
non_coding_4224	region	4217080	4217109	30
non_coding_4225	region	4218414	4218596	183
non_coding_4227	region	4218964	4220301	1338
non_coding_4228	region	4222488	4222804	317
non_coding_4229	region	4223629	4223828	200
non_coding_4230	region	4227512	4227731	220
non_coding_4231	region	4229363	4229453	91
non_coding_4232	region	4230143	4230354	212
non_coding_4233	region	4231227	4231359	133
non_coding_4234	region	4231632	4231884	253
non_coding_4235	region	4233234	4233758	525
non_coding_4236	region	4235408	4235906	499
non_coding_4237	region	4236149	4236262	114
non_coding_4239	region	4237635	4237634	0
non_coding_4240	region	4239731	4239777	47
non_coding_4241	region	4240056	4240325	270
non_coding_4242	region	4240736	4240779	44
non_coding_4243	region	4242255	4242531	277
non_coding_4245	region	4243517	4243531	15
non_coding_4246	region	4245076	4245229	154
non_coding_4247	region	4246420	4246784	365
non_coding_4248	region	4247900	4247971	72
non_coding_4249	region	4249312	4249554	243
non_coding_4250	region	4250475	4250703	229
non_coding_4251	region	4252284	4252506	223
non_coding_4252	region	4253004	4253016	13
non_coding_4253	region	4253889	4254043	155
non_coding_4254	region	4256467	4256637	171
non_coding_4255	region	4257006	4257115	110
non_coding_4256	region	4257724	4257742	19
non_coding_4257	region	4259122	4259237	116
non_coding_4258	region	4259447	4259488	42
non_coding_4259	region	4260004	4260321	318
non_coding_4260	region	4260576	4260599	24
non_coding_4261	region	4261307	4261669	363
non_coding_4262	region	4262707	4262840	134
non_coding_4263	region	4263083	4263139	57
non_coding_4265	region	4264232	4264314	83
non_coding_4266	region	4265730	4265782	53
non_coding_4267	region	4266862	4267114	253
non_coding_4268	region	4268308	4268809	502
non_coding_4269	region	4269013	4269414	402
non_coding_4270	region	4270128	4270238	111
non_coding_4271	region	4270655	4270658	4
non_coding_4272	region	4271015	4271049	35
non_coding_4273	region	4273872	4274125	254
non_coding_4274	region	4274662	4274760	99
non_coding_4275	region	4275042	4275471	430
non_coding_4276	region	4277058	4277060	3
non_coding_4277	region	4277384	4277469	86
non_coding_4279	region	4278067	4278479	413
non_coding_4280	region	4279829	4279980	152
non_coding_4281	region	4281630	4281783	154
non_coding_4282	region	4283076	4283253	178
non_coding_4284	region	4285214	4285413	200
non_coding_4285	region	4287372	4287611	240
non_coding_4286	region	4287668	4287764	97
non_coding_4287	region	4289201	4289245	45
non_coding_4290	region	4291433	4291512	80
non_coding_4293	region	4294140	4294481	342
non_coding_4294	region	4295795	4296436	642
non_coding_4295	region	4297126	4297219	94
non_coding_4296	region	4299367	4299564	198
non_coding_4298	region	4303079	4303078	0
non_coding_4299	region	4304110	4304128	19
non_coding_4300	region	4304404	4304612	209
non_coding_4301	region	4306598	4306870	273
non_coding_4303	region	4308479	4308489	11
non_coding_4305	region	4310981	4311107	127
non_coding_4306	region	4312043	4312101	59
non_coding_4307	region	4312992	4313350	359
non_coding_4308	region	4313800	4313868	69
non_coding_4309	region	4314198	4314344	147
non_coding_4310	region	4315103	4315104	2
non_coding_4312	region	4316083	4316082	0
non_coding_4314	region	4317896	4318006	111
non_coding_4317	region	4320664	4320663	0
non_coding_4319	region	4321697	4321697	1
non_coding_4320	region	4322423	4322443	21
non_coding_4321	region	4323282	4323336	55
non_coding_4322	region	4324353	4324377	25
non_coding_4323	region	4325166	4325298	133
non_coding_4324	region	4325742	4326399	658
non_coding_4325	region	4326735	4327135	401
non_coding_4327	region	4330239	4330502	264
non_coding_4328	region	4332005	4332116	112
non_coding_4330	region	4333273	4333282	10
non_coding_4332	region	4335591	4335694	104
non_coding_4333	region	4337032	4337168	137
non_coding_4334	region	4337930	4338254	325
non_coding_4335	region	4340522	4340720	199
non_coding_4336	region	4341629	4341911	283
non_coding_4337	region	4343267	4343369	103
non_coding_4338	region	4344791	4344929	139
non_coding_4339	region	4345559	4345680	122
non_coding_4340	region	4347327	4347404	78
non_coding_4341	region	4348745	4349315	571
non_coding_4343	region	4351663	4351843	181
non_coding_4344	region	4352074	4352085	12
non_coding_4345	region	4352358	4352584	227
non_coding_4346	region	4352881	4352908	28
non_coding_4347	region	4353082	4353200	119
non_coding_4348	region	4354718	4354954	237
non_coding_4349	region	4356412	4356470	59
non_coding_4350	region	4358618	4358697	80
non_coding_4351	region	4360032	4360396	365
non_coding_4352	region	4361935	4362191	257
non_coding_4353	region	4362354	4362551	198
non_coding_4354	region	4362627	4362733	107
non_coding_4355	region	4363309	4363345	37
non_coding_4357	region	4365357	4365472	116
non_coding_4358	region	4366774	4366839	66
non_coding_4360	region	4368328	4368664	337
non_coding_4361	region	4369141	4369156	16
non_coding_4362	region	4370413	4370688	276
non_coding_4363	region	4370982	4371025	44
non_coding_4364	region	4372672	4372809	138
non_coding_4365	region	4373163	4373365	203
non_coding_4366	region	4374235	4374629	395
non_coding_4367	region	4375658	4375699	42
non_coding_4368	region	4376266	4376317	52
non_coding_4369	region	4376443	4376553	111
non_coding_4370	region	4376700	4376875	176
non_coding_4372	region	4377723	4377811	89
non_coding_4373	region	4378945	4379007	63
non_coding_4374	region	4379367	4379377	11
non_coding_4375	region	4379773	4379783	11
non_coding_4377	region	4382319	4382643	325
non_coding_4378	region	4383621	4383839	219
non_coding_4379	region	4385342	4385393	52
non_coding_4381	region	4386019	4386047	29
non_coding_4382	region	4389371	4389392	22
non_coding_4383	region	4390361	4390457	97
non_coding_4384	region	4391510	4391604	95
non_coding_4385	region	4392150	4392360	211
non_coding_4386	region	4392436	4392472	37
non_coding_4387	region	4392548	4392583	36
non_coding_4388	region	4392659	4392892	234
non_coding_4392	region	4396047	4396065	19
non_coding_4393	region	4397403	4397412	10
non_coding_4395	region	4400203	4400288	86
non_coding_4396	region	4400597	4400672	76
non_coding_4397	region	4401953	4402038	86
non_coding_4398	region	4403298	4403300	3
non_coding_4399	region	4404305	4404386	82
non_coding_4400	region	4404584	4404687	104
non_coding_4401	region	4405986	4406190	205
non_coding_4402	region	4406616	4406654	39
non_coding_4403	region	4409096	4409275	180
non_coding_4404	region	4410007	4410133	127
non_coding_4405	region	4410535	4410553	19
non_coding_4406	region	4411252	4411302	51
non_coding_4407	region	4411962	4411979	18
non_coding_4408	region	4412378	4412387	10
non_coding_4409	region	4413026	4413028	3
non_coding_4410	region	4414192	4414275	84
non_coding_4411	region	4415901	4416017	117
non_coding_4412	region	4416293	4416441	149
non_coding_4413	region	4416771	4416952	182
non_coding_4415	region	4418454	4418561	108
non_coding_4416	region	4419626	4419980	355
non_coding_4417	region	4421378	4421393	16
non_coding_4418	region	4421699	4421708	10
non_coding_4419	region	4422173	4422186	14
non_coding_4420	region	4422837	4422846	10
non_coding_4421	region	4423701	4423700	0
non_coding_4422	region	4424387	4424516	130
non_coding_4423	region	4424792	4425118	327
non_coding_4424	region	4425514	4425520	7
non_coding_4425	region	4425835	4425839	5
non_coding_4426	region	4426067	4426108	42
non_coding_4427	region	4426558	4426628	71
non_coding_4428	region	4427423	4427694	272
non_coding_4430	region	4428718	4428935	218
non_coding_4431	region	4429556	4429864	309
non_coding_4432	region	4431277	4431321	45
non_coding_4433	region	4431984	4432091	108
non_coding_4434	region	4433057	4433164	108
non_coding_4435	region	4434025	4434113	89
non_coding_4436	region	4434494	4434622	129
non_coding_4437	region	4436566	4436755	190
non_coding_4438	region	4437496	4437707	212
non_coding_4439	region	4438646	4438708	63
non_coding_4440	region	4439263	4439587	325
non_coding_4441	region	4439794	4439872	79
non_coding_4442	region	4441216	4441538	323
non_coding_4443	region	4442177	4442382	206
non_coding_4445	region	4447892	4447894	3
non_coding_4446	region	4448236	4448447	212
non_coding_4448	region	4449043	4449122	80
non_coding_4449	region	4449653	4449962	310
non_coding_4450	region	4450919	4451058	140
non_coding_4451	region	4452561	4452571	11
non_coding_4453	region	4454579	4454611	33
non_coding_4454	region	4455610	4455785	176
non_coding_4455	region	4457159	4457314	156
non_coding_4456	region	4457866	4457959	94
non_coding_4457	region	4459312	4459488	177
non_coding_4458	region	4459856	4459900	45
non_coding_4459	region	4460365	4460522	158
non_coding_4460	region	4462661	4463054	394
non_coding_4461	region	4464710	4464759	50
non_coding_4462	region	4466181	4466299	119
non_coding_4463	region	4467247	4467431	185
non_coding_4464	region	4467485	4467625	141
non_coding_4465	region	4470322	4470527	206
non_coding_4466	region	4470914	4470986	73
non_coding_4467	region	4471448	4471460	13
non_coding_4468	region	4472396	4472399	4
non_coding_4469	region	4472534	4472814	281
non_coding_4470	region	4473210	4473340	131
non_coding_4471	region	4474054	4474124	71
non_coding_4472	region	4474718	4474862	145
non_coding_4473	region	4475315	4475437	123
non_coding_4474	region	4477252	4477307	56
non_coding_4475	region	4478312	4478473	162
non_coding_4476	region	4478890	4479034	145
non_coding_4477	region	4479538	4479730	193
non_coding_4478	region	4480927	4480982	56
non_coding_4479	region	4483838	4483837	0
non_coding_4480	region	4484281	4484440	160
non_coding_4481	region	4485952	4486043	92
non_coding_4482	region	4486100	4486105	6
non_coding_4483	region	4486156	4486218	63
non_coding_4484	region	4487319	4487318	0
non_coding_4485	region	4488401	4488561	161
non_coding_4486	region	4490064	4490141	78
non_coding_4487	region	4491140	4491206	67
non_coding_4488	region	4492526	4492587	62
non_coding_4489	region	4493352	4493375	24
non_coding_4490	region	4494407	4494623	217
non_coding_4491	region	4495187	4495190	4
non_coding_4492	region	4496210	4496405	196
non_coding_4493	region	4496490	4496750	261
non_coding_4494	region	4497941	4498272	332
non_coding_4496	region	4499501	4499593	93
non_coding_4497	region	4500792	4501260	469
non_coding_4498	region	4501590	4502103	514
non_coding_4499	region	4503432	4504058	627
non_coding_4500	region	4505276	4505287	12
non_coding_4501	region	4506406	4506448	43
non_coding_4502	region	4506574	4506626	53
non_coding_4503	region	4506857	4506861	5
non_coding_4504	region	4507110	4507197	88
non_coding_4506	region	4508618	4508684	67
non_coding_4507	region	4508943	4509804	862
non_coding_4508	region	4510134	4510690	557
non_coding_4509	region	4511458	4511458	1
non_coding_4512	region	4514309	4514353	45
non_coding_4513	region	4516678	4516764	87
non_coding_4515	region	4518236	4518372	137
non_coding_4516	region	4518441	4518527	87
non_coding_4518	region	4519225	4519338	114
non_coding_4519	region	4520325	4520671	347
non_coding_4520	region	4522021	4522127	107
non_coding_4521	region	4524095	4524105	11
non_coding_4522	region	4525011	4525015	5
non_coding_4523	region	4525804	4526106	303
non_coding_4524	region	4526889	4526905	17
non_coding_4525	region	4527538	4527549	12
non_coding_4527	region	4528067	4528111	45
non_coding_4528	region	4528918	4528930	13
non_coding_4529	region	4530244	4530255	12
non_coding_4531	region	4531652	4532050	399
non_coding_4532	region	4532311	4532437	127
non_coding_4533	region	4533184	4533239	56
non_coding_4534	region	4533785	4533796	12
non_coding_4535	region	4534054	4534430	377
non_coding_4536	region	4534676	4535015	340
non_coding_4537	region	4536032	4536597	566
non_coding_4539	region	4537595	4537659	65
non_coding_4540	region	4538766	4538785	20
non_coding_4541	region	4539502	4540957	1456
non_coding_4542	region	4541560	4542037	478
non_coding_4543	region	4542634	4543115	482
non_coding_4544	region	4543664	4543728	65
non_coding_4545	region	4544268	4544304	37
non_coding_4546	region	4545030	4545096	67
non_coding_4547	region	4547733	4547742	10
non_coding_4548	region	4548273	4548285	13
non_coding_4549	region	4548789	4548808	20
non_coding_4550	region	4549711	4549953	243
non_coding_4551	region	4551297	4551636	340
non_coding_4552	region	4552821	4552901	81
non_coding_4553	region	4554362	4554576	215
non_coding_4554	region	4555350	4555490	141
non_coding_4555	region	4556321	4556574	254
non_coding_4557	region	4556798	4556913	116
non_coding_4560	region	4558290	4558354	65
non_coding_4561	region	4559527	4559539	13
non_coding_4563	region	4560681	4560930	250
non_coding_4564	region	4561485	4561497	13
non_coding_4565	region	4562676	4562743	68
non_coding_4566	region	4563604	4563668	65
non_coding_4568	region	4564690	4564699	10
non_coding_4569	region	4565851	4565966	116
non_coding_4570	region	4567247	4567287	41
non_coding_4571	region	4568520	4568692	173
non_coding_4572	region	4568728	4568998	271
non_coding_4573	region	4569919	4570162	244
non_coding_4574	region	4571575	4571751	177
non_coding_4575	region	4571916	4572414	499
non_coding_4576	region	4573932	4574135	204
non_coding_4577	region	4576856	4576912	57
non_coding_4578	region	4577959	4577958	0
non_coding_4579	region	4579338	4579499	162
non_coding_4581	region	4579912	4580068	157
non_coding_4583	region	4583049	4583249	201
non_coding_4584	region	4586762	4586949	188
non_coding_4585	region	4587864	4587909	46
non_coding_4586	region	4588866	4588876	11
non_coding_4587	region	4589080	4589129	50
non_coding_4588	region	4591280	4591657	378
non_coding_4589	region	4593313	4593361	49
non_coding_4590	region	4594723	4594937	215
non_coding_4591	region	4595852	4595990	139
non_coding_4592	region	4597013	4597150	138
non_coding_4593	region	4599442	4599695	254
non_coding_4594	region	4600190	4600238	49
non_coding_4595	region	4600976	4600978	3
non_coding_4596	region	4601518	4601624	107
non_coding_4598	region	4602859	4603477	619
non_coding_4600	region	4604838	4604875	38
non_coding_4601	region	4605664	4605804	141
non_coding_4602	region	4606041	4606079	39
non_coding_4603	region	4606166	4606200	35
non_coding_4604	region	4606287	4606315	29
non_coding_4605	region	4606402	4606669	268
non_coding_4606	region	4607701	4607803	103
non_coding_4608	region	4608632	4608646	15
non_coding_4609	region	4609324	4609414	91
non_coding_4610	region	4611004	4611396	393
non_coding_4611	region	4612002	4612128	127
non_coding_4612	region	4612290	4612411	122
non_coding_4614	region	4614261	4614680	420
non_coding_4616	region	4617066	4617323	258
non_coding_4617	region	4618103	4618229	127
non_coding_4618	region	4619552	4619603	52
non_coding_4619	region	4620827	4620883	57
non_coding_4620	region	4621603	4621769	167
non_coding_4621	region	4623101	4623101	1
non_coding_4622	region	4624118	4624145	28
non_coding_4623	region	4624790	4624895	106
non_coding_4624	region	4625864	4625912	49
non_coding_4625	region	4627295	4627315	21
non_coding_4626	region	4628548	4628855	308
non_coding_4627	region	4630523	4630733	211
non_coding_4628	region	4632671	4632760	90
non_coding_4629	region	4633087	4633233	147
non_coding_4630	region	4633746	4633797	52
non_coding_4632	region	4635311	4635521	211
non_coding_4633	region	4635995	4636007	13
non_coding_4634	region	4636697	4636696	0
non_coding_4635	region	4638121	4638178	58
non_coding_4636	region	4639531	4639590	60
non_coding_4637	region	4640307	4640402	96
non_coding_4638	region	4640543	4640718	176
non_coding_4639	region	4640772	4640942	171
